철도운영기관명,운영기관코드,운영노선명,노선코드,역명,역코드,관리번호,지상지하구분,지상지하구분코드,역층,상세위치,금융기관명,이용가능시간,연락처,데이터기준일자,참고사항
서울교통공사,S1,2호선,2,이대역,0473,237,지하,2,1,3번 출구 방향,효성티앤에스,05:00~24:00,080-920-2220,20251231,
서울교통공사,S1,2호선,2,신촌역,0366,238,지하,2,1,2번 출구 방향,효성티앤에스,05:00~24:00,080-920-2220,20251231,
서울교통공사,S1,2호선,2,신촌역,0366,239,지하,2,1,현대백화점 연결통로 방향,효성티앤에스,05:00~24:00,080-920-2220,20251231,
서울교통공사,S1,2호선,2,신촌역,0366,240,지하,2,1,역무실 맞은편,효성티앤에스,05:00~24:00,080-920-2220,20251231,
서울교통공사,S1,2호선,2,홍대입구역,0596,241,지하,2,1,8번 출구 방향,효성티앤에스,05:00~24:00,080-920-2220,20251231,
서울교통공사,S1,2호선,2,홍대입구역,0596,242,지하,2,1,1번 출구 방향,효성티앤에스,05:00~24:00,080-920-2220,20251231,
서울교통공사,S1,2호선,2,합정역,0591,243,지하,2,1,"5,9번 출구 방향",효성티앤에스,05:00~24:00,080-920-2220,20251231,
서울교통공사,S1,2호선,2,합정역,0591,244,지하,2,1,"1,2,3,4번 출구 방향",효성티앤에스,05:00~24:00,080-920-2220,20251231,
서울교통공사,S1,2호선,2,합정역,0591,245,지하,2,1,"1,2,3,4번 출구 방향",효성티앤에스,05:00~24:00,080-920-2220,20251231,
서울교통공사,S1,2호선,2,당산역,0126,246,지상,1,2,2번출구 방향,효성티앤에스,05:00~24:00,080-920-2220,20251231,
서울교통공사,S1,2호선,2,영등포구청역,0421,247,지하,2,1,"3,4번 출구 방향",효성티앤에스,05:00~24:00,080-920-2220,20251231,
서울교통공사,S1,2호선,2,문래역,0206,248,지하,2,1,"3,4번 출구 방향",효성티앤에스,05:00~24:00,080-920-2220,20251231,
서울교통공사,S1,2호선,2,신도림역,0359,249,지하,2,1,1번 출구 방향,효성티앤에스,05:00~24:00,080-920-2220,20251231,
서울교통공사,S1,2호선,2,신도림역,0359,250,지하,2,1,고객안내부스 옆,효성티앤에스,05:00~24:00,080-920-2220,20251231,
서울교통공사,S1,2호선,2,도림천역,0144,251,지상,1,1,1층 역무실 앞,효성티앤에스,05:00~24:00,080-920-2220,20251231,
서울교통공사,S1,2호선,2,양천구청역,0404,252,지하,2,1,1번 출구 벽면,효성티앤에스,05:00~24:00,080-920-2220,20251231,
서울교통공사,S1,2호선,2,신정네거리역,0373,253,지하,2,1,2번 출구 방향,효성티앤에스,05:00~24:00,080-920-2220,20251231,
서울교통공사,S1,2호선,2,대림역,0130,254,지상,1,2,1번 출구 벽면 및 기둥,효성티앤에스,05:00~24:00,080-920-2220,20251231,
서울교통공사,S1,2호선,2,대림역,0130,255,지상,1,2,3번 출구 벽면 및 기둥,효성티앤에스,05:00~24:00,080-920-2220,20251231,
서울교통공사,S1,2호선,2,대림역,0130,256,지상,1,2,7번 출구 벽면 및 기둥,효성티앤에스,05:00~24:00,080-920-2220,20251231,
서울교통공사,S1,2호선,2,구로디지털역,0070,257,지상,1,2,"1,6번 출구 방향",효성티앤에스,05:00~24:00,080-920-2220,20251231,
서울교통공사,S1,2호선,2,구로디지털역,0070,258,지상,1,2,"2,3,4,5번 출구 방향",효성티앤에스,05:00~24:00,080-920-2220,20251231,
서울교통공사,S1,2호선,2,신대방역,0357,259,지상,1,2,1번 출구 방향,효성티앤에스,05:00~24:00,080-920-2220,20251231,
서울교통공사,S1,2호선,2,신대방역,0357,260,지상,1,2,3번 출구 방향,효성티앤에스,05:00~24:00,080-920-2220,20251231,
서울교통공사,S1,2호선,2,신림역,0361,261,지하,2,1,6번출구 방향,효성티앤에스,05:00~24:00,080-920-2220,20251231,
서울교통공사,S1,2호선,2,신림역,0361,262,지하,2,1,4번출구 방향,효성티앤에스,05:00~24:00,080-920-2220,20251231,
서울교통공사,S1,2호선,2,신림역,0361,263,지하,2,1,1번출구 방향,효성티앤에스,05:00~24:00,080-920-2220,20251231,
서울교통공사,S1,2호선,2,봉천역,0242,264,지하,2,1,4번출구 방향,효성티앤에스,05:00~24:00,080-920-2220,20251231,
서울교통공사,S1,2호선,2,봉천역,0242,265,지하,2,1,5번출구쪽 대합실,효성티앤에스,05:00~24:00,080-920-2220,20251231,
서울교통공사,S1,2호선,2,서울대입구역,0294,266,지하,2,1,"5,6번 출구 방향",효성티앤에스,05:00~24:00,080-920-2220,20251231,
서울교통공사,S1,2호선,2,서울대입구역,0294,267,지하,2,1,"7,8번 출구 방향",효성티앤에스,05:00~24:00,080-920-2220,20251231,
서울교통공사,S1,2호선,2,낙성대,0102,268,지하,2,1,"3,4번 출구 방향",효성티앤에스,05:00~24:00,080-920-2220,20251231,
서울교통공사,S1,2호선,2,낙성대,0102,269,지하,2,1,"7,8번 출구 방향",효성티앤에스,05:00~24:00,080-920-2220,20251231,
서울교통공사,S1,2호선,2,사당역,0257,270,지하,2,1,"13,14번 출구 방향 벽면",효성티앤에스,05:00~24:00,080-920-2220,20251231,
서울교통공사,S1,2호선,2,사당역,0257,271,지하,2,1,4호선 연결통로 방향,효성티앤에스,05:00~24:00,080-920-2220,20251231,
서울교통공사,S1,2호선,2,방배역,0218,272,지하,2,1,1번 출구 방향,효성티앤에스,05:00~24:00,080-920-2220,20251231,
서울교통공사,S1,2호선,2,방배역,0218,273,지하,2,1,2번 출구 방향,효성티앤에스,05:00~24:00,080-920-2220,20251231,
서울교통공사,S1,2호선,2,서초역,0298,274,지하,2,1,"5,6번 출구 방향",효성티앤에스,05:00~24:00,080-920-2220,20251231,
서울교통공사,S1,2호선,2,서초역,0298,275,지하,2,1,"1,2,7,8번 출구 방향",효성티앤에스,05:00~24:00,080-920-2220,20251231,
서울교통공사,S1,2호선,2,교대역,0068,276,지하,2,1,2번 출구 근처,효성티앤에스,05:00~24:00,080-920-2220,20251231,
서울교통공사,S1,3호선,3,지축역,0536,301,지상,1,1,역무실 앞,효성티앤에스,05:00~24:00,080-920-2220,20251231,
서울교통공사,S1,3호선,3,구파발역,0078,302,지하,2,1,3번 출구 옆,효성티앤에스,05:00~24:00,080-920-2220,20251231,
서울교통공사,S1,3호선,3,구파발역,0078,303,지하,2,1,4번 출구 옆,효성티앤에스,05:00~24:00,080-920-2220,20251231,
서울교통공사,S1,3호선,3,연신내역,0418,304,지하,2,1,"6,7번 출구 방향",효성티앤에스,05:00~24:00,080-920-2220,20251231,
서울교통공사,S1,3호선,3,연신내역,0418,305,지하,2,1,5번 출구 방향,효성티앤에스,05:00~24:00,080-920-2220,20251231,
서울교통공사,S1,3호선,3,불광역,0255,306,지하,2,1,"2,3번 출구 방향",효성티앤에스,05:00~24:00,080-920-2220,20251231,
서울교통공사,S1,3호선,3,불광역,0255,307,지하,2,1,1번 출구 통로,효성티앤에스,05:00~24:00,080-920-2220,20251231,
서울교통공사,S1,3호선,3,녹번역,0116,308,지하,2,1,대합실 1번 출구쪽 벽면,효성티앤에스,05:00~24:00,080-920-2220,20251231,
서울교통공사,S1,3호선,3,홍제역,0597,309,지하,2,2,"B2  2,3번 출구 방향",효성티앤에스,05:00~24:00,080-920-2220,20251231,
서울교통공사,S1,3호선,3,홍제역,0597,310,지하,2,1,"B1 1,4번 출구 방향",효성티앤에스,05:00~24:00,080-920-2220,20251231,
서울교통공사,S1,3호선,3,무악재역,0205,311,지하,2,1,고객서비스센터 맞은편,효성티앤에스,05:00~24:00,080-920-2220,20251231,
서울교통공사,S1,3호선,3,독립문역,0150,312,지하,2,2,4번 출구 방면,효성티앤에스,05:00~24:00,080-920-2220,20251231,
서울교통공사,S1,3호선,3,경복궁역,0040,313,지하,2,2,대합실,효성티앤에스,05:00~24:00,080-920-2220,20251231,
서울교통공사,S1,3호선,3,안국역,0387,314,지하,2,1,대합실 중앙,효성티앤에스,05:00~24:00,080-920-2220,20251231,
서울교통공사,S1,3호선,3,종로3가역,0515,315,지하,2,3,5호선 환승통로 부근,효성티앤에스,05:00~24:00,080-920-2220,20251231,
서울교통공사,S1,3호선,3,을지로3가역,0464,316,지하,2,1,"9,10번 출구 사이 대합실",효성티앤에스,05:00~24:00,080-920-2220,20251231,
서울교통공사,S1,3호선,3,동대입구역,0157,317,지하,2,2,2번 출구 방향 벽면,효성티앤에스,05:00~24:00,080-920-2220,20251231,
서울교통공사,S1,3호선,3,약수역,0397,318,지하,2,1,대합실,효성티앤에스,05:00~24:00,080-920-2220,20251231,
서울교통공사,S1,3호선,3,금호역,0093,319,지하,2,1,"4,3번 출구 통로",효성티앤에스,05:00~24:00,080-920-2220,20251231,
서울교통공사,S1,3호선,3,옥수역,0434,320,지상,1,3,화장실 입구 맞은편 벽면,효성티앤에스,05:00~24:00,080-920-2220,20251231,
서울교통공사,S1,3호선,3,압구정역,0392,321,지하,2,1,5번 출구 앞,효성티앤에스,05:00~24:00,080-920-2220,20251231,
서울교통공사,S1,3호선,3,압구정역,0392,322,지하,2,1,3번 출구 앞,효성티앤에스,05:00~24:00,080-920-2220,20251231,
서울교통공사,S1,3호선,3,신사역,0365,323,지하,2,1,1번 출구 방향,효성티앤에스,05:00~24:00,080-920-2220,20251231,
서울교통공사,S1,3호선,3,신사역,0365,324,지하,2,1,"4,5번 출구 방향",효성티앤에스,05:00~24:00,080-920-2220,20251231,
서울교통공사,S1,3호선,3,잠원역,0500,325,지하,2,1,대합실 중앙,효성티앤에스,05:00~24:00,080-920-2220,20251231,
서울교통공사,S1,3호선,3,고속터미널역,0048,326,지하,2,2,9호선 통로 방향 게이트 앞,효성티앤에스,05:00~24:00,080-920-2220,20251231,
서울교통공사,S1,3호선,3,고속터미널역,0048,327,지하,2,2,물품보관함 옆,효성티앤에스,05:00~24:00,080-920-2220,20251231,
서울교통공사,S1,3호선,3,남부터미널역,0106,328,지하,2,2,고객센터 앞,효성티앤에스,05:00~24:00,080-920-2220,20251231,
서울교통공사,S1,3호선,3,남부터미널역,0106,329,지하,2,2,안내부스 주변,효성티앤에스,05:00~24:00,080-920-2220,20251231,
서울교통공사,S1,3호선,3,양재역,0400,330,지하,2,1,"3,4번 출구 방향",효성티앤에스,05:00~24:00,080-920-2220,20251231,
서울교통공사,S1,3호선,3,매봉역,0193,331,지하,2,1,"1,2번 출구 방향",효성티앤에스,05:00~24:00,080-920-2220,20251231,
서울교통공사,S1,3호선,3,도곡역,0142,332,지하,2,2,화장실 입구 맞은 편,효성티앤에스,05:00~24:00,080-920-2220,20251231,
서울교통공사,S1,3호선,3,대치역,0136,333,지하,2,1,"7,8번 출구 방향",효성티앤에스,05:00~24:00,080-920-2220,20251231,
서울교통공사,S1,3호선,3,학여울역,0583,334,지하,2,4,E/L옆 만남의장소 주변,효성티앤에스,05:00~24:00,080-920-2220,20251231,
서울교통공사,S1,3호선,3,대청역,0135,335,지하,2,2,"3,4,5,6번 출구 방향 계단 옆",효성티앤에스,05:00~24:00,080-920-2220,20251231,
서울교통공사,S1,3호선,3,일원역,0494,336,지하,2,2,1번 출구 방향,효성티앤에스,05:00~24:00,080-920-2220,20251231,
서울교통공사,S1,3호선,3,수서역,0337,337,지하,2,1,3번출구 방향,효성티앤에스,05:00~24:00,080-920-2220,20251231,
서울교통공사,S1,3호선,3,경찰병원역,0043,338,지하,2,1,"3,4번 출구쪽 대합실",효성티앤에스,05:00~24:00,080-920-2220,20251231,
서울교통공사,S1,3호선,3,오금역,0426,339,지하,2,1,"1,2번 출구쪽 게이트 앞",효성티앤에스,05:00~24:00,080-920-2220,20251231,
서울교통공사,S1,4호선,4,당고개역,0125,401,지상,1,1,4번 출구 방향,효성티앤에스,05:00~24:00,080-920-2220,20251231,
서울교통공사,S1,4호선,4,당고개역,0125,402,지상,1,1,2번 출구 방향,효성티앤에스,05:00~24:00,080-920-2220,20251231,
서울교통공사,S1,4호선,4,상계역,0272,403,지상,1,2,1-2 출구 방향,효성티앤에스,05:00~24:00,080-920-2220,20251231,
서울교통공사,S1,4호선,4,상계역,0272,404,지상,1,1,3번 출구 우측 방향,효성티앤에스,05:00~24:00,080-920-2220,20251231,
서울교통공사,S1,4호선,4,창동역,0541,405,지상,1,2,1번 출구 방향,효성티앤에스,05:00~24:00,080-920-2220,20251231,
서울교통공사,S1,4호선,4,창동역,0541,406,지상,1,2,1번 출구 방향,효성티앤에스,05:00~24:00,080-920-2220,20251231,
서울교통공사,S1,4호선,4,쌍문역,0380,407,지하,2,2,2번 출구 방향 벽면,효성티앤에스,05:00~24:00,080-920-2220,20251231,
서울교통공사,S1,4호선,4,수유역,0340,408,지하,2,1,"1,2,7,8번 출구 방향",효성티앤에스,05:00~24:00,080-920-2220,20251231,
서울교통공사,S1,4호선,4,수유역,0340,409,지하,2,1,"1,2,7,8번 출구 방향",효성티앤에스,05:00~24:00,080-920-2220,20251231,
서울교통공사,S1,4호선,4,수유역,0340,410,지하,2,1,"3,4,5,6번 출구 방향",효성티앤에스,05:00~24:00,080-920-2220,20251231,
서울교통공사,S1,4호선,4,미아역,0211,411,지하,2,1,7번 출구 방향,효성티앤에스,05:00~24:00,080-920-2220,20251231,
서울교통공사,S1,4호선,4,미아역,0211,412,지하,2,1,3번 출구 방향,효성티앤에스,05:00~24:00,080-920-2220,20251231,
서울교통공사,S1,4호선,4,미아사거리역,0212,413,지하,2,1,1번 출구 방향,효성티앤에스,05:00~24:00,080-920-2220,20251231,
서울교통공사,S1,4호선,4,미아사거리역,0212,414,지하,2,1,"2,3,4,5번 출구 방향",효성티앤에스,05:00~24:00,080-920-2220,20251231,
서울교통공사,S1,4호선,4,길음역,0096,415,지하,2,1,4번 출구 방향,효성티앤에스,05:00~24:00,080-920-2220,20251231,
서울교통공사,S1,4호선,4,길음역,0096,416,지하,2,1,10번 출구 방향,효성티앤에스,05:00~24:00,080-920-2220,20251231,
서울교통공사,S1,4호선,4,성신여대역,0315,417,지하,2,1,6번 출구 방향,효성티앤에스,05:00~24:00,080-920-2220,20251231,
서울교통공사,S1,4호선,4,한성대입구역,0587,418,지하,2,1,2번 출구 방향,효성티앤에스,05:00~24:00,080-920-2220,20251231,
서울교통공사,S1,4호선,4,혜화역,0594,419,지하,2,1,1번 출구 방향,효성티앤에스,05:00~24:00,080-920-2220,20251231,
서울교통공사,S1,4호선,4,혜화역,0594,420,지하,2,1,2번 출구 방향 벽면,효성티앤에스,05:00~24:00,080-920-2220,20251231,
서울교통공사,S1,4호선,4,동대문역,0155,421,지하,2,1,환승통로 방향,효성티앤에스,05:00~24:00,080-920-2220,20251231,
서울교통공사,S1,4호선,4,동대문역,0155,422,지하,2,1,8번출구 방향,효성티앤에스,05:00~24:00,080-920-2220,20251231,
서울교통공사,S1,4호선,4,동대문역사역,0156,423,지하,2,1,화장실 입구 벽면,효성티앤에스,05:00~24:00,080-920-2220,20251231,
서울교통공사,S1,4호선,4,동대문역사역,0156,424,지하,2,2,대합실 중앙,효성티앤에스,05:00~24:00,080-920-2220,20251231,
서울교통공사,S1,4호선,4,충무로역,0563,425,지하,2,1,2번 출구 방향,효성티앤에스,05:00~24:00,080-920-2220,20251231,
서울교통공사,S1,4호선,4,명동역,0197,426,지하,2,1,1번 출구 방향,효성티앤에스,05:00~24:00,080-920-2220,20251231,
서울교통공사,S1,4호선,4,명동역,0197,427,지하,2,1,4번 출구 방향,효성티앤에스,05:00~24:00,080-920-2220,20251231,
서울교통공사,S1,4호선,4,회현역,0607,428,지하,2,1,5번 출구 고객안내센터 옆,효성티앤에스,05:00~24:00,080-920-2220,20251231,
서울교통공사,S1,4호선,4,회현역,0607,429,지하,2,1,1번출구 게이트 맞은편,효성티앤에스,05:00~24:00,080-920-2220,20251231,
서울교통공사,S1,4호선,4,서울역,0296,430,지하,2,1,게이트 옆,효성티앤에스,05:00~24:00,080-920-2220,20251231,
서울교통공사,S1,4호선,4,서울역,0296,431,지하,2,1,남자화장실 옆,효성티앤에스,05:00~24:00,080-920-2220,20251231,
서울교통공사,S1,4호선,4,숙대입구역,0343,432,지하,2,1,"9,10번 출구 방향",효성티앤에스,05:00~24:00,080-920-2220,20251231,
서울교통공사,S1,4호선,4,삼각지역,0263,433,지하,2,1,"1,2번 출구 방향",효성티앤에스,05:00~24:00,080-920-2220,20251231,
서울교통공사,S1,4호선,4,신용산역,0369,434,지하,2,1,1번 출구 방향,효성티앤에스,05:00~24:00,080-920-2220,20251231,
서울교통공사,S1,4호선,4,이촌역,0477,435,지하,2,1,1번출구 만남의 광장 옆,효성티앤에스,05:00~24:00,080-920-2220,20251231,
서울교통공사,S1,4호선,4,동작역,0167,436,지상,1,2,9호선 환승통로 앞,효성티앤에스,05:00~24:00,080-920-2220,20251231,
서울교통공사,S1,4호선,4,총신대입구역,0560,437,지하,2,1,만남의장소 앞,효성티앤에스,05:00~24:00,080-920-2220,20251231,
서울교통공사,S1,4호선,4,사당역,0257,438,지하,2,1,"11,12번 출구 방향 벽면",효성티앤에스,05:00~24:00,080-920-2220,20251231,
서울교통공사,S1,4호선,4,사당역,0257,439,지하,2,1,지하철 경찰대 앞,효성티앤에스,05:00~24:00,080-920-2220,20251231,
서울교통공사,S1,4호선,4,남태령역,0110,440,지하,2,1,2번출구 공중전화기 옆,효성티앤에스,05:00~24:00,080-920-2220,20251231,
서울교통공사,S1,5호선,5,개화산역,0029,501,지상,1,1,"지상1층 1번 출구, 2번 출구 통로 중앙",㈜한네트,05:00~24:00,080-023-5542,20251231,
서울교통공사,S1,5호선,5,김포공항역,0099,502,지하,2,1,"고객상담실 부근, 롯데몰 통로 앞",㈜한네트,05:00~24:00,080-023-5542,20251231,
서울교통공사,S1,5호선,5,송정역,0330,503,지하,2,1,1-4번 출구 방향,㈜한네트,05:00~24:00,080-023-5542,20251231,
서울교통공사,S1,5호선,5,발산역,0217,504,지하,2,1,8번출구 방향,㈜한네트,05:00~24:00,080-023-5542,20251231,
서울교통공사,S1,5호선,5,우장산역,0449,505,지하,2,1,개찰구(i센터)우측,㈜한네트,05:00~24:00,080-023-5542,20251231,삭제
서울교통공사,S1,5호선,5,화곡역,0599,506,지하,2,1,"3,4번 출구 방향 기둥 옆",㈜한네트,05:00~24:00,080-023-5542,20251231,
서울교통공사,S1,5호선,5,까치산역,0100,507,지하,2,1,"1,2번 출구 방면",㈜한네트,05:00~24:00,080-023-5542,20251231,
서울교통공사,S1,5호선,5,목동역,0203,508,지하,2,1,"3,4번 출구 방향 대합실",㈜한네트,05:00~24:00,080-023-5542,20251231,
서울교통공사,S1,5호선,5,오목교역,0429,509,지하,2,1,1번 출구 방향,㈜한네트,05:00~24:00,080-023-5542,20251231,삭제
서울교통공사,S1,5호선,5,양평역,0316,510,지하,2,1,2번 출구 방향 공중전화기 옆,㈜한네트,05:00~24:00,080-023-5542,20251231,
서울교통공사,S1,5호선,5,영등포시장역,0422,511,지하,2,1,4번출구 및 공중전화기 옆,㈜한네트,05:00~24:00,080-023-5542,20251231,
서울교통공사,S1,5호선,5,여의도역,0412,512,지하,2,1,아이센터 옆 기둥,㈜한네트,05:00~24:00,080-023-5542,20251231,
서울교통공사,S1,5호선,5,여의나루역,0411,513,지하,2,1,"3,4번 출구 방향",㈜한네트,05:00~24:00,080-023-5542,20251231,
서울교통공사,S1,5호선,5,공덕역,0054,514,지하,2,1,5번 출구 방향,㈜한네트,05:00~24:00,080-023-5542,20251231,
서울교통공사,S1,5호선,5,서대문역,0289,515,지하,2,1,개찰구(i센터) 옆,㈜한네트,05:00~24:00,080-023-5542,20251231,
서울교통공사,S1,5호선,5,청구역,0549,516,지하,2,1,2번출구와 화장실 사이,㈜한네트,05:00~24:00,080-023-5542,20251231,
서울교통공사,S1,5호선,5,답십리역,0124,517,지하,2,2,개찰구 옆 팔각의자 근처,㈜한네트,05:00~24:00,080-023-5542,20251231,
서울교통공사,S1,5호선,5,장한평역,0505,518,지하,2,1,"5,6,7,8번 출구 방향",㈜한네트,05:00~24:00,080-023-5542,20251231,
서울교통공사,S1,5호선,5,아차산역,0385,519,지하,2,1,화장실 부근,㈜한네트,05:00~24:00,080-023-5542,20251231,
서울교통공사,S1,5호선,5,강동역,0020,520,지하,2,1,대합실 3번출구와 4번출구사이,㈜한네트,05:00~24:00,080-023-5542,20251231,
서울교통공사,S1,5호선,5,굽은다리역,0086,521,지하,2,1,셔터 내·외부 경계지점 중앙 기둥 앞,㈜한네트,05:00~24:00,080-023-5542,20251231,
서울교통공사,S1,5호선,5,명일역,0198,522,지하,2,1,"3,4번 출구방향 대합실 벽면",㈜한네트,05:00~24:00,080-023-5542,20251231,
서울교통공사,S1,5호선,5,고덕역,0046,523,지하,2,1,"1,2,3번 출구와 4,5번 출구 사이 중앙",㈜한네트,05:00~24:00,080-023-5542,20251231,
서울교통공사,S1,5호선,5,상일동역,0281,524,지하,2,1,2번과 3번출구사이 대합실 기둥옆,㈜한네트,05:00~24:00,080-023-5542,20251231,
서울교통공사,S1,5호선,5,올림픽공원(한국체대)역,0438,525,지상,1,2,"1,2번 출구 나가는곳, 화장실 근처",㈜한네트,05:00~24:00,080-023-5542,20251231,
서울교통공사,S1,5호선,5,거여역,0030,526,지하,2,2,1번출구와 8번 출구사이 대합실,㈜한네트,05:00~24:00,080-023-5542,20251231,
서울교통공사,S1,6호선,6,응암역,0468,601,지하,2,2,"1,2번출구와 3,4번출구 사이",㈜한네트,05:00~24:00,080-023-5542,20251231,
서울교통공사,S1,6호선,6,새절(신사)역,0285,602,지하,2,1,"3,4번출구 방향 통로 기둥 앞",㈜한네트,05:00~24:00,080-023-5542,20251231,
서울교통공사,S1,6호선,6,증산역,0532,603,지하,2,1,4번출구 하단,㈜한네트,05:00~24:00,080-023-5542,20251231,
서울교통공사,S1,6호선,6,합정역,0591,604,지하,2,1,5번출구 좌측,㈜한네트,05:00~24:00,080-023-5542,20251231,
서울교통공사,S1,6호선,6,공덕역,0054,605,지하,2,1,"6,7번출구 하단, 6호선 화장실 앞",㈜한네트,05:00~24:00,080-023-5542,20251231,
서울교통공사,S1,6호선,6,이태원역,0479,606,지하,2,2,2번 출구 방향,㈜한네트,05:00~24:00,080-023-5542,20251231,
서울교통공사,S1,6호선,6,고려대역,0047,607,지하,2,1,"3,4,5,6번 출구 방향",㈜한네트,05:00~24:00,080-023-5542,20251231,
서울교통공사,S1,6호선,6,태릉입구역,0568,608,지하,2,1,아이센터 좌측,㈜한네트,05:00~24:00,080-023-5542,20251231,
서울교통공사,S1,7호선,7,도봉산역,0146,701,지상,1,1,대합실 외부 1번출구와 2번출구 사이,㈜한네트,05:00~24:00,080-023-5542,20251231,
서울교통공사,S1,7호선,7,노원역,0115,702,지하,2,1,"4,7번 출구 방향",㈜한네트,05:00~24:00,080-023-5542,20251231,삭제
서울교통공사,S1,7호선,7,중계역,0524,703,지하,2,1,1번출구 기둥 옆 벽면,㈜한네트,05:00~24:00,080-023-5542,20251231,
서울교통공사,S1,7호선,7,하계역,0581,704,지하,2,1,3번출구 및 5번출구 사이,㈜한네트,05:00~24:00,080-023-5542,20251231,
서울교통공사,S1,7호선,7,공릉역,0055,705,지하,2,1,1.2번과 3.4번 출구 사이,㈜한네트,05:00~24:00,080-023-5542,20251231,
서울교통공사,S1,7호선,7,중화역,0530,706,지하,2,1,"1,4번 출구 방향",㈜한네트,05:00~24:00,080-023-5542,20251231,
서울교통공사,S1,7호선,7,상봉역,0276,707,지하,2,1,5번출구 근처 게이트 안쪽 아이센터 부근,㈜한네트,05:00~24:00,080-023-5542,20251231,
서울교통공사,S1,7호선,7,면목역,0196,708,지하,2,1,2번출구 앞,㈜한네트,05:00~24:00,080-023-5542,20251231,
서울교통공사,S1,7호선,7,사가정역,0256,709,지하,2,1,아이센터 옆,㈜한네트,05:00~24:00,080-023-5542,20251231,
서울교통공사,S1,7호선,7,중곡역,0525,710,지하,2,1,2번 출구 방향,㈜한네트,05:00~24:00,080-023-5542,20251231,
서울교통공사,S1,7호선,7,군자역,0082,711,지하,2,2,"7,8번 출구 계단 앞 대합실",㈜한네트,05:00~24:00,080-023-5542,20251231,
서울교통공사,S1,7호선,7,어린이대공원역,0408,712,지하,2,1,6번출구 계단 올라가기 전,㈜한네트,05:00~24:00,080-023-5542,20251231,
서울교통공사,S1,7호선,7,건대입구역,0031,713,지하,2,2,아이센터 인근 사물함 옆 벽면,㈜한네트,05:00~24:00,080-023-5542,20251231,
서울교통공사,S1,7호선,7,청담역,0550,714,지하,2,4,12번 출구 좌측 벽면,㈜한네트,05:00~24:00,080-023-5542,20251231,
서울교통공사,S1,7호선,7,강남구청역,0018,715,지하,2,2,화장실 부근,㈜한네트,05:00~24:00,080-023-5542,20251231,
서울교통공사,S1,7호선,7,학동역,0582,716,지하,2,1,화장실 부근,㈜한네트,05:00~24:00,080-023-5542,20251231,
서울교통공사,S1,7호선,7,논현역,0120,717,지하,2,2,대합실 만남의 광장 앞,㈜한네트,05:00~24:00,080-023-5542,20251231,
서울교통공사,S1,7호선,7,고속터미널역,0048,718,지하,2,1,지하2층 중앙 18번 기둥 앞,㈜한네트,05:00~24:00,080-023-5542,20251231,
서울교통공사,S1,7호선,7,상도역,0273,719,지하,2,1,"1,2,3,4,5번 출구 방향 중앙",㈜한네트,05:00~24:00,080-023-5542,20251231,
서울교통공사,S1,7호선,7,신대방삼거리역,0358,720,지하,2,1,"5,6번 출구 방향",㈜한네트,05:00~24:00,080-023-5542,20251231,
서울교통공사,S1,7호선,7,대림역,0130,721,지하,2,1,"9,10번 출구 방향 화장실 옆 대합실",㈜한네트,05:00~24:00,080-023-5542,20251231,
서울교통공사,S1,7호선,7,남구로역,0103,722,지하,2,1,화장실 입구,㈜한네트,05:00~24:00,080-023-5542,20251231,
서울교통공사,S1,7호선,7,가산디지털단지역,0004,723,지하,2,1,개방통로 중앙,㈜한네트,05:00~24:00,080-023-5542,20251231,
서울교통공사,S1,7호선,7,철산역,0547,724,지하,2,1,아이센터 출입문 옆,㈜한네트,05:00~24:00,080-023-5542,20251231,삭제
서울교통공사,S1,7호선,7,광명사거리역,0064,725,지하,2,1,"지하1층 대합실(4,5번 출구와 스마트도서관 사이)",㈜한네트,05:00~24:00,080-023-5542,20251231,삭제
서울교통공사,S1,7호선,7,천왕역,0545,726,지하,2,1,화장실 옆 벽면,㈜한네트,05:00~24:00,080-023-5542,20251231,
서울교통공사,S1,8호선,8,천호역,0546,801,지하,2,1,5호선 게이트 5~7번 출구방향 엔터식스몰 통로,㈜한네트,05:00~24:00,080-023-5542,20251231,
서울교통공사,S1,8호선,8,장지역,0504,802,지하,2,1,"대합실 끝 1, 2번출구방향",㈜한네트,05:00~24:00,080-023-5542,20251231,삭제
서울교통공사,S1,8호선,8,복정역,0238,803,지하,2,1,화장실 앞 기둥,㈜한네트,05:00~24:00,080-023-5542,20251231,
서울교통공사,S1,8호선,8,수진역,0342,804,지하,2,1,화장실 앞 기둥,㈜한네트,05:00~24:00,080-023-5542,20251231,
서해철도㈜,SW,서해선,WS,소사역(서울신대),0323,1,지하,2,1,(B1) 대합실 편의점 근처,한국전자금융㈜,04:25~00:50,1577-4655,20240430,
서해철도㈜,SW,서해선,WS,시흥대야역,1143,2,지하,2,1,"(B1) 대합실 편의점 근처, 2번 출입구 방향",한국전자금융㈜,05:00~00:00,1577-4655,20240430,
서해철도㈜,SW,서해선,WS,신천역,1144,3,지하,2,1,(B1) 3번 출입구 방향 CU편의점,한국전자금융㈜,04:30-24:50,1577-4655,20240430,
서해철도㈜,SW,서해선,WS,시흥능곡역,1147,4,지하,2,1,"(B1) 화장실 맞은편, CU 편의점 옆",한국전자금융㈜,04:30-24:50,1577-4655,20240430,
서해철도㈜,SW,서해선,WS,선부역,1149,5,지하,2,1,(B1) 하선승강장 게이트 옆 CU 편의점,한국전자금융㈜,04:30-24:50,1577-4655,20260316,
